Age;Sexe ;Province;statut_matrimonial ;Duree_stage;University;Avoir_deja_entendu_cancer;source_information_cancer ;source_information_cancer_Formation_medicale;source_information_cancer_Medias;source_information_cancer_Famille_Amis;source_information_cancer_Litterature_scientifique_Livres ;source_information_cancer_Experience_clinique _durant_mon _Stages;source_information_cancer_Autre;Si-Autre_precision;Caracteristic_cancer;Caracteristic_cancer_Une_infection_aigue;Caracteristic_cancer_Une proliferation_incontrolee_de cellules_anormales;Caracteristic_cancer_Une_inflammation passagere;Caracteristic_cancer_Une reaction_allergique;Caracteristic_cancer_Autre;Si_autre_precision;Type_de_cancer_connu ;Type_de_cancer_connu_Cancer_colorectal ;Type_de_cancer_connu_Leucémie ;Type_de_cancer_connu_Retinoblastome ;Type_de_cancer_connu_cancer_du_sein ;Type_de_cancer_connu_Lymphome ;Type_de_cancer_connuMeduloblastome ;Type_de_cancer_connu_cancer_uterus ;Type_de_cancer_connu_cancer_des_ovaires ;Type_de_cancer_connu_cancer_de_poumons ;Type_de_cancer_conn_Cancer_prostate ;Type_de_cancer_connu_cancer_peau ;Type_de_cancer_connu_Aucun;Type_de_cancer_connu_Autre;Type_de_cancer_connu_Si_autre_precision;principaux_facteurs_de_risque ;principaux_facteurs_de_risque_Tabagiste ;principaux_facteurs_de_risque_Consomation_d_alocool ;principaux_facteurs_de_risque_Mauvaise_alimentation;principaux_facteurs_de_risque_Manque_d_exercice_physique;principaux_facteurs_de_risque_Infections;principaux_facteurs_de_risque_Exposition_substances chimiques;principaux_facteurs_de_risque_genetique_hereditaire;principaux_facteurs_de_risque_Vieillissement;principaux_facteurs_de_risque_Mythes culturels_sorcellerie;principaux_facteurs_de_risque_Aucun;principaux_facteurs_de_risque_je_ne_sais_pas ;principaux_facteurs_de_risque_Autre;principaux_facteurs_de_risque_Si_autre_precision;Le_cancer_touche_uniquement_les_personnes_agees;La _detection_precoce ameliore_les_resultats_du_traitement;Le_tabagisme_est_la_cause_la_plus_frequente du_cancer;Certaines_vaccination_peuvent_prevenir_certains_cancers;utilisation_d_Ecrans_solaires_reduit le_cancer_de_la_peau;Le_cancer_est_toujours_hereditaire;Le_cancer_du_sein_peut toucher_les hommes;Hpylori_peut_conduire_au_cancer_gastrique;les_moyens_de_prevention_ou_de_depistage_du_cancer;les_moyens_de_prevention_ou_de_depistage_du_cancer_Vaccination;les_moyens_de_prevention_ou_de_depistage_du_cancer_Depistage_regulier;les_moyens_de_prevention_ou_de_depistage_du_cancer_Arret_du_tabac;les_moyens_de_prevention_ou_de_depistage_du_cancer_Alimentation_saine_et_exercice_physique ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Evitement_des expositions_environnementales;les_moyens_de_prevention_ou_de_depistage_du_cancer_Examen_genetiques_pour_les_familles_a_risque;les_moyens_de_prevention_ou_de_depistage_du_cancer_Aucun ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Autre;les_moyens_de_prevention_ou_de_depistage_du_cancer_Si autre_precision;La_vaccination_contre_le_HPV_est_prioritairement_recommandee_chez; Pense_que le_cancer_peut_etre gueri ;si_vrai_Quand;modalites_therapeutiques ;modalites_therapeutiques_Chirurgie ;modalites_therapeutiques_Chimiotherapie ;modalites_therapeutiques_Immunotherapie ;modalites_therapeutiques_Therapie_cible ;modalites_therapeutiques_Radiotherapie ;modalites_therapeutiques_traitement_paliatif ;modalites_therapeutiques_Traitement_traditionnel;modalites_therapeutiques_je_ne_sais_pas ;modalites_therapeutiques_Autre;modalites_therapeutique_Si_autre_precision;role_principal_des_soins_palliatifs;Si_autre_precision;principales_causes_de_la_mortalite_elevee_due_au_cancer_en_RDC  ;principales_causes_Diagnostic_tardif ;principales_causes_Manque_d_acces_aux_traitements ;principales_causes_Insuffisance_de_ressources;principales_causes_Niveau_d_education_de_la_population_bas ;principales_causes_Facteurs_socioculturels;principales_causes_Pauvrete_Manque de_moyens_financiers  ;principales_causes_Je_ne sais_pas;principales_causes_Aucun;principales_causes_Autre;principales_causes_Si_autre_precision;Pensez_vous_que_la_prevention_le_diagnostic_et_la_prise_en_charge_du_cancer_sont_adequates_en_RDC;Si_Non_Quels_sont_les_raison;Mesure_de_prevation_prioritaire_proposee_pour_lutter_cont_le_cancer_en_RDC;Niveau_de_priorite_accordee_a_la_lutte_contre_le_cancer_en_RDC;Pensez_vous_que_le_cancer_est_un_probleme_majeur_de_sante_publique_dans_la_sous_region_du_Kivu;Influence_des_mythes_et_traditions_sur_sur_la_gestion_du_cancer;votre_perception_generale_du_cancer;antecedent_personnel_de_cancer;antecedent_familial_de_cancer;Relation_avec_la_personne_atteinte;mode_de_traitement_observe_ou_vecu ;Evolution_observee;Poposition_pour_ameliorer_la_lutte_contre_le_cancer_dans_la_sous_region_du_Kivu
26;Masculin;Nord kivu;celibataire ;11;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si pris en charge dans un centre specialise de cancerologie ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Le manque des moyens financiers, le manque d'équipements pour le diagnostic précoce et le manque des personnels spécialistes;Le dispistage stematique et la vaccination;5;VRAI;Oui , moderement ;Traitable;Non ;Non;;;;La sensibilisation sur les facteurs de risques du Cancer, envue de prendre des mesures de prévention.
28;Feminin ;Nord kivu;celibataire ;22;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet);1;1;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  cancer de poumons  Cancer de la prostate ;1;1;1;1;1;0;0;0;1;1;0;0;0;;Tabagiste  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;1;0;0;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;Faux ;Faux ;Faux ;Faux ;Faux ;Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique ;0;1;1;1;0;0;0;0;;Filles avant le début de la vie sexuelle;Faux ;;Chimiotherapie  Radiotherapie ;0;1;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;0;1;1;1;0;0;0;;Non;Dépistage tardif;Soutien du gouvernement pour le coup de soin de santé primaire;4;VRAI;Oui , beaucoup;C'est une maladie traitable si dépisté tôt;Non ;Non;;;;Par des séminaires,  enseigné à la population des notions de base sur le cancer et les signes precoces du cancer pour un dépistage précoce
26;Feminin ;Sud kivu;Marié;6;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie    cancer du sein  cancer de l'uterus  cancer des ovaires  cancer de poumons ;0;1;0;1;0;0;1;1;1;0;0;0;0;;Tabagiste  Consomation d'alocool  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Manque d'exercice physique Infections (e.g., HPV, hépatite B/C) Facteurs génétiques / Héréditaires;1;1;1;1;1;0;1;0;0;0;0;0;;Je ne sais pas ;VRAI;Vrai ;Je ne sais pas ;VRAI;Je ne sais pas ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Autre;1;1;1;1;0;0;0;1;Autre;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chimiotherapie  Therapie cible  Radiotherapie  Traitement traditionnel / Herbes ;0;1;0;1;1;0;1;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge );1;1;1;0;0;0;0;0;0;;Je ne sais pas;;Amener les équipes mettre les médicaments à la disposition;5;VRAI;Oui , moderement ;C’est une maladie maudite;Non ;Non;;;;Le dépistage precoce
25;Feminin ;Sud kivu;celibataire ;6;Universite Evangelique en Afrique ;OUI;Expérience clinique  durant mon  Stages;0;0;0;0;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Autre;0;0;0;0;0;0;0;0;0;0;0;0;1;Cancer de l'estomac , cancer du foie;Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Facteurs génétiques / Héréditaires;0;1;0;0;1;0;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;Je ne sais pas ;Je ne sais pas ;Faux ;Faux ;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;0;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;Faux ;;Chirurgie  Chimiotherapie ;1;1;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Non;Insuffisance du plateau technique;Dépistage, vaccination, sensibilisation pour la connaissance du cancer;2;VRAI;Non ;C'est une maladie traitable selon le stade où on l'as diagnostiqué;Non ;Non;;;;Sensibilisation sur la connaissance du cancer
25;Masculin;Sud kivu;celibataire ;6;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;0;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Facteurs génétiques / Héréditaires;1;0;0;0;1;0;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Je ne sais pas ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac;1;1;1;0;0;0;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)   ;1;1;0;0;1;0;0;0;0;;Oui;;Dépistage;3;VRAI;Oui , beaucoup;Maladie traitable;Non ;Non;;;;Promouvoir dans le système de santé publique les mécanismes de prévention
28;Masculin;Sud kivu;celibataire ;6;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale Littérature scientifique / Livres ;1;0;0;1;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie    cancer du sein  Lymphome  cancer de l'uterus  Cancer de la prostate ;0;1;0;1;1;0;1;0;0;1;0;0;0;;Tabagiste  Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;0;1;1;0;0;0;0;0;;Faux ;Faux ;Vrai ;VRAI;VRAI;VRAI;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac;1;1;1;0;0;0;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie ;1;1;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Non;Plateau technique limité;Que le dépistage de cancer en RDC soit gratuit;1;VRAI;Non ;Traitable;Non ;Non;;;;Sensibiliser la population sur cette pathologie
28;Feminin ;Nord kivu;Marié;8;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;cancer de l'uterus  Autre;0;0;0;0;0;0;1;0;0;0;0;0;1;Col;Infections (e.g., HPV, hépatite B/C) Vieillissement ( age );0;0;0;0;1;0;0;1;0;0;0;0;;VRAI;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Je ne sais pas ;Je ne sais pas ;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical);1;1;0;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Niveau d'education de la population bas  Pauvreté / Manque de moyens financiers  ;1;1;0;1;0;1;0;0;0;;Non;Acces limite au moyens de prévention par example le vaccin nest pas disponible dans notre region;Disponibiliser les vaccins et renseigner la pop sur les moyen de prévention et les signe d'alerte;3;Faux ;Non ;Traitable;Non ;Non;;;;Multiplier les séminaire sur le sujet ala radio les eglises et les hôpitaux et quartier
27;Feminin ;Nord kivu;celibataire ;12;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Faux ;Faux ;Je ne sais pas ;Faux ;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales;1;1;1;0;1;0;0;0;;Patients avec un cancer cervical ou autre type ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Oui;;Dépistage de certains cancer;1;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Dépistage de certains cancers, réduction de l’exposition aux rayons X, diagnostic et prise en charge précoce
25;Feminin ;Nord kivu;Marié;14;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; cancer du sein ;0;0;0;1;0;0;0;0;0;0;0;0;0;;Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;0;0;0;0;0;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;VRAI;Examen genetiques pour les familles a risque;0;0;0;0;0;1;0;0;;Filles avant le début de la vie sexuelle;Faux ;;Chimiotherapie ;0;1;0;0;0;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Oui;;Dépistage précoce;1;VRAI;Oui , beaucoup;Une vraie maladie;Non ;Oui;Un parent ;;;Mettre des dépistages gratuits dans le programme sanitaire
25;Feminin ;Nord kivu;Marié;11;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau  Autre;1;1;1;1;1;1;1;1;1;1;1;0;1;Hepatocarcinome,cancer du cerveau, de la rate,du pancréas et beaucoup d'autres;Tabagiste  Consomation d'alocool  Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;0;0;0;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;Je ne sais pas ;Je ne sais pas ;Je ne sais pas ;Je ne sais pas ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;Je ne sais pas ;;Chirurgie  Chimiotherapie  Immunotherapie  Radiotherapie  traitement paliatif ;1;1;1;0;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Pauvreté / Manque de moyens financiers  ;1;1;1;0;0;1;0;0;0;;Oui;;Dépistage rapide,;1;Faux ;Non ;Maladie traitable;Non ;Non;;;;Dépistage rapide, eviter le tabac, la consommation d'alcool et exposition aux Rx
25;Masculin;Sud kivu;celibataire ;5;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Lymphome ;0;0;0;0;1;0;0;0;0;0;0;0;0;;Vieillissement ( age );0;0;0;0;0;0;0;1;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;VRAI;Vaccination (e.g., contre HPV) Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;0;0;0;1;1;0;0;;Filles avant le début de la vie sexuelle;Je ne sais pas ;;Chimiotherapie  Radiotherapie ;0;1;0;0;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Manque d'accès aux traitements  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)   ;0;1;0;0;1;0;0;0;0;;Je ne sais pas;;Éviter tous les facteurs de risques;3;VRAI;Oui , moderement ;Traitable;Non ;Non;;;;Sensibiliser la population
26;Masculin;Hors pays ;celibataire ;6;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale Littérature scientifique / Livres ;1;0;0;1;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Examen genetiques pour les familles a risque;1;1;1;1;0;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Radiotherapie ;1;1;1;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas ;1;1;1;1;0;0;0;0;0;;Non;Pas de dépistages systématique;Campagne de dépistages et de sensibilisation sur le cancer, la prévention, la prise en charge;3;Je ne sais pas ;Oui , beaucoup;Traitable;Non ;Non;;;;Dépistage de masse, Sensibilisation sur les facteurs de risque, dé mystification du cancer, prise en charge précoce, campagnes de vaccination contre hpv et certains virus à l’origine de cancer, sensibilisation sur le mode de vie
26;Masculin;Nord kivu;celibataire ;13;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie    cancer du sein  Lymphome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate ;1;1;0;1;1;0;1;1;1;1;0;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Faux ;Faux ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales;1;1;1;0;1;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Soutenir l’accompagnement psychologique et spirituel;;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Pauvreté / Manque de moyens financiers  ;1;1;1;0;0;1;0;0;0;;Oui;;Vaccin contre HPV, Non exposition au rayon ionisant, dépistage régulier;3;VRAI;Oui , beaucoup;Traitable;Oui;Non;;;;Dépistage précoce et régulier
26;Masculin;Nord kivu;celibataire ;13;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau  Autre;1;1;1;1;1;1;1;1;1;1;1;0;1;Cancer du col;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Oui;;Campagnes de dépistage, promotion des médecins pour spécialisation en oncologie;4;VRAI;Oui , beaucoup;Traitable si tôt diagnostiqué;Non ;Oui;un oncle /Tente ;;;Campagnes de dépistage, sensibilisation sur le cheek up régulier de
25;Feminin ;Nord kivu;celibataire ;13;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale Famille / Amis Expérience clinique  durant mon  Stages;1;0;1;0;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Radiotherapie ;1;1;1;0;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Oui;;"Éducation de la population, et équipement des hôpitaux en spécialistes et en ressources dont les moyens diagnostic et traitement ; prise en charge nationale de certaines formes pour alléger le coût";4;VRAI;Oui , beaucoup;Traitable si pas de guérison au moins un soin palliatif;Oui;Oui;Un parent ;Traitement médical conventionnel (e.g., hôpital) ;Décès  ;De mettre à la disposition des hôpitaux des moyens diagnostic (don’t l’anatomie pathologie en priorité) pour permettre aux médecins de poser le diagnostic en temps et de doter les hôpitaux aussi en médicaments
26;Masculin;Nord kivu;celibataire ;14;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Famille / Amis Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;1;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;0;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Manque d'exercice physique Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;1;1;1;1;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;VRAI;Faux ;VRAI;Je ne sais pas ;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;0;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)   ;1;1;0;0;1;0;0;0;0;;Oui;;Demythification;3;VRAI;Oui , moderement ;Traitable, sii difficilement;Oui;Oui;Cousin/cousine;Aucun traitement;Guérison  ;Demythification+dépistage précoce
