"age","sexe","province","statut_matrimonial","duree_stage","university","avoir_deja_entendu_cancer","source_information_cancer","source_information_cancer_formation_medicale","source_information_cancer_medias","source_information_cancer_famille_amis","source_information_cancer_litterature_scientifique_livres","source_information_cancer_experience_clinique_durant_mon_stages","source_information_cancer_autre","si_autre_precision","caracteristic_cancer","caracteristic_cancer_une_infection_aigue","caracteristic_cancer_une_proliferation_incontrolee_de_cellules_anormales","caracteristic_cancer_une_inflammation_passagere","caracteristic_cancer_une_reaction_allergique","caracteristic_cancer_autre","si_autre_precision_2","type_de_cancer_connu","type_de_cancer_connu_cancer_colorectal","type_de_cancer_connu_leucemie","type_de_cancer_connu_retinoblastome","type_de_cancer_connu_cancer_du_sein","type_de_cancer_connu_lymphome","type_de_cancer_connu_meduloblastome","type_de_cancer_connu_cancer_uterus","type_de_cancer_connu_cancer_des_ovaires","type_de_cancer_connu_cancer_de_poumons","type_de_cancer_conn_cancer_prostate","type_de_cancer_connu_cancer_peau","type_de_cancer_connu_aucun","type_de_cancer_connu_autre","type_de_cancer_connu_si_autre_precision","principaux_facteurs_de_risque","principaux_facteurs_de_risque_tabagiste","principaux_facteurs_de_risque_consomation_d_alocool","principaux_facteurs_de_risque_mauvaise_alimentation","principaux_facteurs_de_risque_manque_d_exercice_physique","principaux_facteurs_de_risque_infections","principaux_facteurs_de_risque_exposition_substances_chimiques","principaux_facteurs_de_risque_genetique_hereditaire","principaux_facteurs_de_risque_vieillissement","principaux_facteurs_de_risque_mythes_culturels_sorcellerie","principaux_facteurs_de_risque_aucun","principaux_facteurs_de_risque_je_ne_sais_pas","principaux_facteurs_de_risque_autre","principaux_facteurs_de_risque_si_autre_precision","le_cancer_touche_uniquement_les_personnes_agees","la_detection_precoce_ameliore_les_resultats_du_traitement","le_tabagisme_est_la_cause_la_plus_frequente_du_cancer","certaines_vaccination_peuvent_prevenir_certains_cancers","utilisation_d_ecrans_solaires_reduit_le_cancer_de_la_peau","le_cancer_est_toujours_hereditaire","le_cancer_du_sein_peut_toucher_les_hommes","hpylori_peut_conduire_au_cancer_gastrique","les_moyens_de_prevention_ou_de_depistage_du_cancer","les_moyens_de_prevention_ou_de_depistage_du_cancer_vaccination","les_moyens_de_prevention_ou_de_depistage_du_cancer_depistage_regulier","les_moyens_de_prevention_ou_de_depistage_du_cancer_arret_du_tabac","les_moyens_de_prevention_ou_de_depistage_du_cancer_alimentation_saine_et_exercice_physique","les_moyens_de_prevention_ou_de_depistage_du_cancer_evitement_des_expositions_environnementales","les_moyens_de_prevention_ou_de_depistage_du_cancer_examen_genetiques_pour_les_familles_a_risque","les_moyens_de_prevention_ou_de_depistage_du_cancer_aucun","les_moyens_de_prevention_ou_de_depistage_du_cancer_autre","les_moyens_de_prevention_ou_de_depistage_du_cancer_si_autre_precision","la_vaccination_contre_le_hpv_est_prioritairement_recommandee_chez","pense_que_le_cancer_peut_etre_gueri","si_vrai_quand","modalites_therapeutiques","modalites_therapeutiques_chirurgie","modalites_therapeutiques_chimiotherapie","modalites_therapeutiques_immunotherapie","modalites_therapeutiques_therapie_cible","modalites_therapeutiques_radiotherapie","modalites_therapeutiques_traitement_paliatif","modalites_therapeutiques_traitement_traditionnel","modalites_therapeutiques_je_ne_sais_pas","modalites_therapeutiques_autre","modalites_therapeutique_si_autre_precision","role_principal_des_soins_palliatifs","si_autre_precision_3","principales_causes_de_la_mortalite_elevee_due_au_cancer_en_rdc","principales_causes_diagnostic_tardif","principales_causes_manque_d_acces_aux_traitements","principales_causes_insuffisance_de_ressources","principales_causes_niveau_d_education_de_la_population_bas","principales_causes_facteurs_socioculturels","principales_causes_pauvrete_manque_de_moyens_financiers","principales_causes_je_ne_sais_pas","principales_causes_aucun","principales_causes_autre","principales_causes_si_autre_precision","pensez_vous_que_la_prevention_le_diagnostic_et_la_prise_en_charge_du_cancer_sont_adequates_en_rdc","si_non_quels_sont_les_raison","mesure_de_prevation_prioritaire_proposee_pour_lutter_contre_le_cancer_en_rdc","niveau_de_priorite_accordee_a_la_lutte_contre_le_cancer_en_rdc","pensez_vous_que_le_cancer_est_un_probleme_majeur_de_sante_publique_dans_la_sous_region_du_kivu","influence_des_mythes_et_traditions_sur_la_gestion_du_cancer","votre_perception_generale_du_cancer","antecedent_personnel_de_cancer","antecedent_familial_de_cancer","relation_avec_la_personne_atteinte","mode_de_traitement_observe_ou_vecu","evolution_observee","poposition_pour_ameliorer_la_lutte_contre_le_cancer_dans_la_sous_region_du_kivu"
26,"Masculin","Nord_kivu","celibataire_",11,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Je_ne_sais_pas_","Faux_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,1,1,0,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_pris_en_charge_dans_un_centre_specialise_de_cancerologie_","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__Radiotherapie__traitement_paliatif_",1,1,1,1,1,1,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,1,1,1,0,0,0,"","Non","Le_manque_des_moyens_financiers,_le_manque_d'équipements_pour_le_diagnostic_précoce_et_le_manque_des_personnels_spécialistes","Le_dispistage_stematique_et_la_vaccination",5,"VRAI","Oui_,_moderement_","Traitable","Non_","Non","","","","La_sensibilisation_sur_les_facteurs_de_risques_du_Cancer,_envue_de_prendre_des_mesures_de_prévention."
28,"Feminin_","Nord_kivu","celibataire_",22,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)",1,1,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__cancer_de_poumons__Cancer_de_la_prostate_",1,1,1,1,1,0,0,0,1,1,0,0,0,"","Tabagiste__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,0,1,0,0,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","Faux_","Faux_","Faux_","Faux_","Faux_","Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique_",0,1,1,1,0,0,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","Faux_","","Chimiotherapie__Radiotherapie_",0,1,0,0,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,1,0,1,1,1,0,0,0,"","Non","Dépistage_tardif","Soutien_du_gouvernement_pour_le_coup_de_soin_de_santé_primaire",4,"VRAI","Oui_,_beaucoup","C'est_une_maladie_traitable_si_dépisté_tôt","Non_","Non","","","","Par_des_séminaires,__enseigné_à_la_population_des_notions_de_base_sur_le_cancer_et_les_signes_precoces_du_cancer_pour_un_dépistage_précoce"
26,"Feminin_","Sud_kivu","Marié",6,"Universite_Evangelique_en_Afrique_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Littérature_scientifique_/_Livres__Expérience_clinique__durant_mon__Stages",1,1,0,1,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","_Leucémie____cancer_du_sein__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons_",0,1,0,1,0,0,1,1,1,0,0,0,0,"","Tabagiste__Consomation_d'alocool__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Manque_d'exercice_physique_Infections_(e.g.,_HPV,_hépatite_B/C)_Facteurs_génétiques_/_Héréditaires",1,1,1,1,1,0,1,0,0,0,0,0,"","Je_ne_sais_pas_","VRAI","Vrai_","Je_ne_sais_pas_","VRAI","Je_ne_sais_pas_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Autre",1,1,1,1,0,0,0,1,"Autre","Femmes_de_plus_de_50_ans_","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chimiotherapie__Therapie_cible__Radiotherapie__Traitement_traditionnel_/_Herbes_",0,1,0,1,1,0,1,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)",1,1,1,0,0,0,0,0,0,"","Je_ne_sais_pas","","Amener_les_équipes_mettre_les_médicaments_à_la_disposition",5,"VRAI","Oui_,_moderement_","Cest_une_maladie_maudite","Non_","Non","","","","Le_dépistage_precoce"
25,"Feminin_","Sud_kivu","celibataire_",6,"Universite_Evangelique_en_Afrique_","OUI","Expérience_clinique__durant_mon__Stages",0,0,0,0,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Autre",0,0,0,0,0,0,0,0,0,0,0,0,1,"Cancer_de_l'estomac_,_cancer_du_foie","Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)_Facteurs_génétiques_/_Héréditaires",0,1,0,0,1,0,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","Je_ne_sais_pas_","Je_ne_sais_pas_","Faux_","Faux_","VRAI","Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",0,1,1,1,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","Faux_","","Chirurgie__Chimiotherapie_",1,1,0,0,0,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Non","Insuffisance_du_plateau_technique","Dépistage,_vaccination,_sensibilisation_pour_la_connaissance_du_cancer",2,"VRAI","Non_","C'est_une_maladie_traitable_selon_le_stade_où_on_l'as_diagnostiqué","Non_","Non","","","","Sensibilisation_sur_la_connaissance_du_cancer"
25,"Masculin","Sud_kivu","celibataire_",6,"Universite_Evangelique_en_Afrique_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,0,1,1,1,1,1,1,1,0,0,"","Tabagiste__Infections_(e.g.,_HPV,_hépatite_B/C)_Facteurs_génétiques_/_Héréditaires",1,0,0,0,1,0,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","VRAI","Je_ne_sais_pas_","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac",1,1,1,0,0,0,0,0,"","Femmes_de_plus_de_50_ans_","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)___",1,1,0,0,1,0,0,0,0,"","Oui","","Dépistage",3,"VRAI","Oui_,_beaucoup","Maladie_traitable","Non_","Non","","","","Promouvoir_dans_le_système_de_santé_publique_les_mécanismes_de_prévention"
28,"Masculin","Sud_kivu","celibataire_",6,"Universite_Evangelique_en_Afrique_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Littérature_scientifique_/_Livres_",1,0,0,1,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","_Leucémie____cancer_du_sein__Lymphome__cancer_de_l'uterus__Cancer_de_la_prostate_",0,1,0,1,1,0,1,0,0,1,0,0,0,"","Tabagiste__Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,0,0,0,0,1,1,0,0,0,0,0,"","Faux_","Faux_","Vrai_","VRAI","VRAI","VRAI","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac",1,1,1,0,0,0,0,0,"","Femmes_de_plus_de_50_ans_","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie_",1,1,0,0,0,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Non","Plateau_technique_limité","Que_le_dépistage_de_cancer_en_RDC_soit_gratuit",1,"VRAI","Non_","Traitable","Non_","Non","","","","Sensibiliser_la_population_sur_cette_pathologie"
28,"Feminin_","Nord_kivu","Marié",8,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Littérature_scientifique_/_Livres__Expérience_clinique__durant_mon__Stages",1,1,0,1,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","cancer_de_l'uterus__Autre",0,0,0,0,0,0,1,0,0,0,0,0,1,"Col","Infections_(e.g.,_HPV,_hépatite_B/C)_Vieillissement_(_age_)",0,0,0,0,1,0,0,1,0,0,0,0,"","VRAI","VRAI","Vrai_","VRAI","Je_ne_sais_pas_","Faux_","Je_ne_sais_pas_","Je_ne_sais_pas_","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)",1,1,0,0,0,0,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Améliorer_la_qualité_de_vie_du_patient_et_de_sa_famille","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Niveau_d'education_de_la_population_bas__Pauvreté_/_Manque_de_moyens_financiers__",1,1,0,1,0,1,0,0,0,"","Non","Acces_limite_au_moyens_de_prévention_par_example_le_vaccin_nest_pas_disponible_dans_notre_region","Disponibiliser_les_vaccins_et_renseigner_la_pop_sur_les_moyen_de_prévention_et_les_signe_d'alerte",3,"Faux_","Non_","Traitable","Non_","Non","","","","Multiplier_les_séminaire_sur_le_sujet_ala_radio_les_eglises_et_les_hôpitaux_et_quartier"
27,"Feminin_","Nord_kivu","celibataire_",12,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Littérature_scientifique_/_Livres__Expérience_clinique__durant_mon__Stages",1,1,0,1,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,0,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Faux_","Faux_","Je_ne_sais_pas_","Faux_","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales",1,1,1,0,1,0,0,0,"","Patients_avec_un_cancer_cervical_ou_autre_type_","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Améliorer_la_qualité_de_vie_du_patient_et_de_sa_famille","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Oui","","Dépistage_de_certains_cancer",1,"VRAI","Oui_,_beaucoup","Traitable","Non_","Non","","","","Dépistage_de_certains_cancers,_réduction_de_lexposition_aux_rayons_X,_diagnostic_et_prise_en_charge_précoce"
25,"Feminin_","Nord_kivu","Marié",14,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","_cancer_du_sein_",0,0,0,1,0,0,0,0,0,0,0,0,0,"","Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",0,0,0,0,0,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","VRAI","Faux_","Faux_","VRAI","Examen_genetiques_pour_les_familles_a_risque",0,0,0,0,0,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","Faux_","","Chimiotherapie_",0,1,0,0,0,0,0,0,0,"","Améliorer_la_qualité_de_vie_du_patient_et_de_sa_famille","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Oui","","Dépistage_précoce",1,"VRAI","Oui_,_beaucoup","Une_vraie_maladie","Non_","Oui","Un_parent_","","","Mettre_des_dépistages_gratuits_dans_le_programme_sanitaire"
25,"Feminin_","Nord_kivu","Marié",11,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau__Autre",1,1,1,1,1,1,1,1,1,1,1,0,1,"Hepatocarcinome,cancer_du_cerveau,_de_la_rate,du_pancréas_et_beaucoup_d'autres","Tabagiste__Consomation_d'alocool__Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,0,0,0,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","Je_ne_sais_pas_","Je_ne_sais_pas_","Je_ne_sais_pas_","Je_ne_sais_pas_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,1,1,1,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","Je_ne_sais_pas_","","Chirurgie__Chimiotherapie__Immunotherapie__Radiotherapie__traitement_paliatif_",1,1,1,0,1,1,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,0,0,1,0,0,0,"","Oui","","Dépistage_rapide,",1,"Faux_","Non_","Maladie_traitable","Non_","Non","","","","Dépistage_rapide,_eviter_le_tabac,_la_consommation_d'alcool_et_exposition_aux_Rx"
25,"Masculin","Sud_kivu","celibataire_",5,"Universite_Evangelique_en_Afrique_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Lymphome_",0,0,0,0,1,0,0,0,0,0,0,0,0,"","Vieillissement_(_age_)",0,0,0,0,0,0,0,1,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","VRAI","Faux_","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,0,0,0,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","Je_ne_sais_pas_","","Chimiotherapie__Radiotherapie_",0,1,0,0,1,0,0,0,0,"","Améliorer_la_qualité_de_vie_du_patient_et_de_sa_famille","","Manque_d'accès_aux_traitements__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)___",0,1,0,0,1,0,0,0,0,"","Je_ne_sais_pas","","Éviter_tous_les_facteurs_de_risques",3,"VRAI","Oui_,_moderement_","Traitable","Non_","Non","","","","Sensibiliser_la_population"
26,"Masculin","Hors_pays_","celibataire_",6,"Universite_Evangelique_en_Afrique_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Littérature_scientifique_/_Livres_",1,0,0,1,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Faux_","VRAI","Je_ne_sais_pas_","Faux_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Examen_genetiques_pour_les_familles_a_risque",1,1,1,1,0,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Immunotherapie__Radiotherapie_",1,1,1,0,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas_",1,1,1,1,0,0,0,0,0,"","Non","Pas_de_dépistages_systématique","Campagne_de_dépistages_et_de_sensibilisation_sur_le_cancer,_la_prévention,_la_prise_en_charge",3,"Je_ne_sais_pas_","Oui_,_beaucoup","Traitable","Non_","Non","","","","Dépistage_de_masse,_Sensibilisation_sur_les_facteurs_de_risque,_dé_mystification_du_cancer,_prise_en_charge_précoce,_campagnes_de_vaccination_contre_hpv_et_certains_virus_à_lorigine_de_cancer,_sensibilisation_sur_le_mode_de_vie"
26,"Masculin","Nord_kivu","celibataire_",13,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie____cancer_du_sein__Lymphome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate_",1,1,0,1,1,0,1,1,1,1,0,0,0,"","Tabagiste__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,0,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Faux_","Faux_","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales",1,1,1,0,1,0,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Soutenir_laccompagnement_psychologique_et_spirituel","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,0,0,1,0,0,0,"","Oui","","Vaccin_contre_HPV,_Non_exposition_au_rayon_ionisant,_dépistage_régulier",3,"VRAI","Oui_,_beaucoup","Traitable","Oui","Non","","","","Dépistage_précoce_et_régulier"
26,"Masculin","Nord_kivu","celibataire_",13,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau__Autre",1,1,1,1,1,1,1,1,1,1,1,0,1,"Cancer_du_col","Tabagiste__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,0,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Je_ne_sais_pas_","Faux_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,1,1,0,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,1,1,1,0,0,0,"","Oui","","Campagnes_de_dépistage,_promotion_des_médecins_pour_spécialisation_en_oncologie",4,"VRAI","Oui_,_beaucoup","Traitable_si_tôt_diagnostiqué","Non_","Oui","un_oncle_/Tente_","","","Campagnes_de_dépistage,_sensibilisation_sur_le_cheek_up_régulier_de"
